245$a	245$b	245$c	100	502$b	502$c	502$d	008	300$a	700	856$u	001
"Accessing the records of methane passage in ancient sediments /"		"Ruth A. Martin."	"Martin, Ruth A.,1946-"	"Ph. D."	"University of Washington"	"2010"	"100826s2010\\\\xx\ab\\\\bm\\\000\0\eng\d"	"vii, 226 leaves :"		"http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3406079"	"658239703"
"Airborne-radar and ice-core observations of snow accumulation in West Antarctica /"		"Brooke Medley."	"Medley, Brooke,author."	"Ph. D."	"University of Washington"	"2013."	"140627t20132013wauab\\\obm\\s000\0\eng\d"	"1 online resource (vii, 108 pages) :"	"Joughin, Ian R.,degree supervisor."	"http://hdl.handle.net/1773/25012"	"881853277"
"Glacier erosion at convergent margins :"	"a numerical and field study in the Chugach-St. Elias Mountains of South Alaska /"	"Yann Merrand."	"Merrand, Yann,author."	"Ph. D."	"University of Washington"	"2013."	"140428t20132013wauab\\\od\\\\000\0\eng\d"	"1 online resource (285 pages) :"	"Hallet, Bernard,1948-degree supervisor."	"http://hdl.handle.net/1773/23427"	"878436137"
"On the origin of Umtanum Ridge :"	"kinematics of Neogene slip /"	"Brendan A. Miller."	"Miller, Brendan A.,author."	"M.S."	"University of Washington"	"2014"	"140911t20142014waua\\\\obm\\s000\0\eng\d"	"1 online resource (vi, 48 pages) :"	"Crider, Juliet G.,degree supervisor."	"http://hdl.handle.net/1773/25333"	"890398545"
"Greenland outlet glacier behavior during the 21st century :"	"understanding velocities and environmental factors /"	"Twila Moon."	"Moon, Twila,author."	"Ph. D."	"University of Washington"	"2014"	"141209t20142014wauab\\\obm\\s000\0\eng\d"	"1 online resource (viii, 116 pages) :"	"Joughin, Ian R.,degree supervisor."	"http://hdl.handle.net/1773/26278"	"897830094"
"Constraining the age and stability of unconsolidated deposits with cosmogenic nuclides in the McMurdo Dry Valleys, Antarctica /"		"Daniel J. Morgan."	"Morgan, Daniel J.,1980-"	"Ph. D."	"University of Washington"	"2009"	"091214s2009\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 84 leaves :"			"488911668"
"Petrology and geochemistry of the Mount Baker volcanic field :"	"constraints on source regions and terrane boundaries, and comparison with other Cascade Arc volcanic centers /"	"Emily K. Mullen."	"Mullen, Emily K."	"Ph. D."	"University of Washington"	"2011"	"120326s2011\\\\xx\a\\\\\bm\\\000\0\eng\d"	"ix, 388 leaves :"		"http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3452762"	"781643910"
"Episodic development of fault-zone architecture investigated using small displacement strike-slip faults /"		"Eliza S. Nemser."	"Nemser, Eliza Sarah."	"Ph. D."	"University of Washington"	"2009"	"090901s2009\\\\xx\ab\\\\bm\\\000\0\eng\d"	"ix, 192 leaves :"		"http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3356649"	"435500101"
"Thermodynamic controls on the global ocean overturning circulation /"		"Emily Rose Newsom."	"Newsom, Emily R.,author."	"Ph. D."	"University of Washington"	"2016"	"170313t20162016wauab\\\obm\\s000\0\eng\d"	"1 online resource (v, 129 pages) :"	"Bitz, Cecilia M.,degree supervisor.;Waddington, Edwin D.,degree supervisor."	"http://hdl.handle.net/1773/38022"	"975288731"
"The Paleocene Eocene thermal maximum in the Hanna Basin, WY :"	"constraints from organic carbon isotopes and palynological data /"	"Caroline Pew."	"Pew, Caroline,author."	"M.S."	"University of Washington"	"2013."	"140627t20132013wauab\\\obm\\s000\0\eng\d"	"1 online resource (95 pages) :"	"Buick, Roger,degree supervisor."	"http://hdl.handle.net/1773/25013"	"881854732"
